user_id,age,gender,occupation,zipcode,enter_date
1,24,M,technician,85711,"2020-06-27 22:25:17"
2,53,F,other,94043,"2020-06-27 22:25:17"
3,23,M,writer,32067,"2020-06-27 22:25:17"
4,24,M,technician,43537,"2020-06-27 22:25:17"
5,33,F,other,15213,"2020-06-27 22:25:17"
6,42,M,executive,98101,"2020-06-27 22:25:17"
7,57,M,administrator,91344,"2020-06-27 22:25:17"
8,36,M,administrator,05201,"2020-06-27 22:25:17"
9,29,M,student,01002,"2020-06-27 22:25:17"
10,53,M,lawyer,90703,"2020-06-27 22:25:17"
11,39,F,other,30329,"2020-06-27 22:25:17"
12,28,F,other,06405,"2020-06-27 22:25:17"
13,47,M,educator,29206,"2020-06-27 22:25:17"
14,45,M,scientist,55106,"2020-06-27 22:25:17"
15,49,F,educator,97301,"2020-06-27 22:25:17"
16,21,M,entertainment,10309,"2020-06-27 22:25:17"
17,30,M,programmer,06355,"2020-06-27 22:25:17"
18,35,F,other,37212,"2020-06-27 22:25:17"
19,40,M,librarian,02138,"2020-06-27 22:25:17"
20,42,F,homemaker,95660,"2020-06-27 22:25:17"
21,26,M,writer,30068,"2020-06-27 22:25:17"
22,25,M,writer,40206,"2020-06-27 22:25:17"
23,30,F,artist,48197,"2020-06-27 22:25:17"
24,21,F,artist,94533,"2020-06-27 22:25:17"
25,39,M,engineer,55107,"2020-06-27 22:25:17"
26,49,M,engineer,21044,"2020-06-27 22:25:17"
27,40,F,librarian,30030,"2020-06-27 22:25:17"
28,32,M,writer,55369,"2020-06-27 22:25:17"
29,41,M,programmer,94043,"2020-06-27 22:25:17"
30,7,M,student,55436,"2020-06-27 22:25:17"
31,24,M,artist,10003,"2020-06-27 22:25:17"
32,28,F,student,78741,"2020-06-27 22:25:17"
33,23,M,student,27510,"2020-06-27 22:25:17"
34,38,F,administrator,42141,"2020-06-27 22:25:17"
35,20,F,homemaker,42459,"2020-06-27 22:25:17"
36,19,F,student,93117,"2020-06-27 22:25:17"
37,23,M,student,55105,"2020-06-27 22:25:17"
38,28,F,other,54467,"2020-06-27 22:25:17"
39,41,M,entertainment,01040,"2020-06-27 22:25:17"
40,38,M,scientist,27514,"2020-06-27 22:25:17"
41,33,M,engineer,80525,"2020-06-27 22:25:17"
42,30,M,administrator,17870,"2020-06-27 22:25:17"
43,29,F,librarian,20854,"2020-06-27 22:25:17"
44,26,M,technician,46260,"2020-06-27 22:25:17"
45,29,M,programmer,50233,"2020-06-27 22:25:17"
46,27,F,marketing,46538,"2020-06-27 22:25:17"
47,53,M,marketing,07102,"2020-06-27 22:25:17"
48,45,M,administrator,12550,"2020-06-27 22:25:17"
49,23,F,student,76111,"2020-06-27 22:25:17"
50,21,M,writer,52245,"2020-06-27 22:25:17"
51,28,M,educator,16509,"2020-06-27 22:25:17"
52,18,F,student,55105,"2020-06-27 22:25:17"
53,26,M,programmer,55414,"2020-06-27 22:25:17"
54,22,M,executive,66315,"2020-06-27 22:25:17"
55,37,M,programmer,01331,"2020-06-27 22:25:17"
56,25,M,librarian,46260,"2020-06-27 22:25:17"
57,16,M,none,84010,"2020-06-27 22:25:17"
58,27,M,programmer,52246,"2020-06-27 22:25:17"
59,49,M,educator,08403,"2020-06-27 22:25:17"
60,50,M,healthcare,06472,"2020-06-27 22:25:17"
61,36,M,engineer,30040,"2020-06-27 22:25:17"
62,27,F,administrator,97214,"2020-06-27 22:25:17"
63,31,M,marketing,75240,"2020-06-27 22:25:17"
64,32,M,educator,43202,"2020-06-27 22:25:17"
65,51,F,educator,48118,"2020-06-27 22:25:17"
66,23,M,student,80521,"2020-06-27 22:25:17"
67,17,M,student,60402,"2020-06-27 22:25:17"
68,19,M,student,22904,"2020-06-27 22:25:17"
69,24,M,engineer,55337,"2020-06-27 22:25:17"
70,27,M,engineer,60067,"2020-06-27 22:25:17"
71,39,M,scientist,98034,"2020-06-27 22:25:17"
72,48,F,administrator,73034,"2020-06-27 22:25:17"
73,24,M,student,41850,"2020-06-27 22:25:17"
74,39,M,scientist,T8H1N,"2020-06-27 22:25:17"
75,24,M,entertainment,08816,"2020-06-27 22:25:17"
76,20,M,student,02215,"2020-06-27 22:25:17"
77,30,M,technician,29379,"2020-06-27 22:25:17"
78,26,M,administrator,61801,"2020-06-27 22:25:17"
79,39,F,administrator,03755,"2020-06-27 22:25:17"
80,34,F,administrator,52241,"2020-06-27 22:25:17"
81,21,M,student,21218,"2020-06-27 22:25:17"
82,50,M,programmer,22902,"2020-06-27 22:25:17"
83,40,M,other,44133,"2020-06-27 22:25:17"
84,32,M,executive,55369,"2020-06-27 22:25:17"
85,51,M,educator,20003,"2020-06-27 22:25:17"
86,26,M,administrator,46005,"2020-06-27 22:25:17"
87,47,M,administrator,89503,"2020-06-27 22:25:17"
88,49,F,librarian,11701,"2020-06-27 22:25:17"
89,43,F,administrator,68106,"2020-06-27 22:25:17"
90,60,M,educator,78155,"2020-06-27 22:25:17"
91,55,M,marketing,01913,"2020-06-27 22:25:17"
92,32,M,entertainment,80525,"2020-06-27 22:25:17"
93,48,M,executive,23112,"2020-06-27 22:25:17"
94,26,M,student,71457,"2020-06-27 22:25:17"
95,31,M,administrator,10707,"2020-06-27 22:25:17"
96,25,F,artist,75206,"2020-06-27 22:25:17"
97,43,M,artist,98006,"2020-06-27 22:25:17"
98,49,F,executive,90291,"2020-06-27 22:25:17"
99,20,M,student,63129,"2020-06-27 22:25:17"
100,36,M,executive,90254,"2020-06-27 22:25:17"
101,15,M,student,05146,"2020-06-27 22:25:17"
102,38,M,programmer,30220,"2020-06-27 22:25:17"
103,26,M,student,55108,"2020-06-27 22:25:17"
104,27,M,student,55108,"2020-06-27 22:25:17"
105,24,M,engineer,94043,"2020-06-27 22:25:17"
106,61,M,retired,55125,"2020-06-27 22:25:17"
107,39,M,scientist,60466,"2020-06-27 22:25:17"
108,44,M,educator,63130,"2020-06-27 22:25:17"
109,29,M,other,55423,"2020-06-27 22:25:17"
110,19,M,student,77840,"2020-06-27 22:25:17"
111,57,M,engineer,90630,"2020-06-27 22:25:17"
112,30,M,salesman,60613,"2020-06-27 22:25:17"
113,47,M,executive,95032,"2020-06-27 22:25:17"
114,27,M,programmer,75013,"2020-06-27 22:25:17"
115,31,M,engineer,17110,"2020-06-27 22:25:17"
116,40,M,healthcare,97232,"2020-06-27 22:25:17"
117,20,M,student,16125,"2020-06-27 22:25:17"
118,21,M,administrator,90210,"2020-06-27 22:25:17"
119,32,M,programmer,67401,"2020-06-27 22:25:17"
120,47,F,other,06260,"2020-06-27 22:25:17"
121,54,M,librarian,99603,"2020-06-27 22:25:17"
122,32,F,writer,22206,"2020-06-27 22:25:17"
123,48,F,artist,20008,"2020-06-27 22:25:17"
124,34,M,student,60615,"2020-06-27 22:25:17"
125,30,M,lawyer,22202,"2020-06-27 22:25:17"
126,28,F,lawyer,20015,"2020-06-27 22:25:17"
127,33,M,none,73439,"2020-06-27 22:25:17"
128,24,F,marketing,20009,"2020-06-27 22:25:17"
129,36,F,marketing,07039,"2020-06-27 22:25:17"
130,20,M,none,60115,"2020-06-27 22:25:17"
131,59,F,administrator,15237,"2020-06-27 22:25:17"
132,24,M,other,94612,"2020-06-27 22:25:17"
133,53,M,engineer,78602,"2020-06-27 22:25:17"
134,31,M,programmer,80236,"2020-06-27 22:25:17"
135,23,M,student,38401,"2020-06-27 22:25:17"
136,51,M,other,97365,"2020-06-27 22:25:17"
137,50,M,educator,84408,"2020-06-27 22:25:17"
138,46,M,doctor,53211,"2020-06-27 22:25:17"
139,20,M,student,08904,"2020-06-27 22:25:17"
140,30,F,student,32250,"2020-06-27 22:25:17"
141,49,M,programmer,36117,"2020-06-27 22:25:17"
142,13,M,other,48118,"2020-06-27 22:25:17"
143,42,M,technician,08832,"2020-06-27 22:25:17"
144,53,M,programmer,20910,"2020-06-27 22:25:17"
145,31,M,entertainment,V3N4P,"2020-06-27 22:25:17"
146,45,M,artist,83814,"2020-06-27 22:25:17"
147,40,F,librarian,02143,"2020-06-27 22:25:17"
148,33,M,engineer,97006,"2020-06-27 22:25:17"
149,35,F,marketing,17325,"2020-06-27 22:25:17"
150,20,F,artist,02139,"2020-06-27 22:25:17"
151,38,F,administrator,48103,"2020-06-27 22:25:17"
152,33,F,educator,68767,"2020-06-27 22:25:17"
153,25,M,student,60641,"2020-06-27 22:25:17"
154,25,M,student,53703,"2020-06-27 22:25:17"
155,32,F,other,11217,"2020-06-27 22:25:17"
156,25,M,educator,08360,"2020-06-27 22:25:17"
157,57,M,engineer,70808,"2020-06-27 22:25:17"
158,50,M,educator,27606,"2020-06-27 22:25:17"
159,23,F,student,55346,"2020-06-27 22:25:17"
160,27,M,programmer,66215,"2020-06-27 22:25:17"
161,50,M,lawyer,55104,"2020-06-27 22:25:17"
162,25,M,artist,15610,"2020-06-27 22:25:17"
163,49,M,administrator,97212,"2020-06-27 22:25:17"
164,47,M,healthcare,80123,"2020-06-27 22:25:17"
165,20,F,other,53715,"2020-06-27 22:25:17"
166,47,M,educator,55113,"2020-06-27 22:25:17"
167,37,M,other,L9G2B,"2020-06-27 22:25:17"
168,48,M,other,80127,"2020-06-27 22:25:17"
169,52,F,other,53705,"2020-06-27 22:25:17"
170,53,F,healthcare,30067,"2020-06-27 22:25:17"
171,48,F,educator,78750,"2020-06-27 22:25:17"
172,55,M,marketing,22207,"2020-06-27 22:25:17"
173,56,M,other,22306,"2020-06-27 22:25:17"
174,30,F,administrator,52302,"2020-06-27 22:25:17"
175,26,F,scientist,21911,"2020-06-27 22:25:17"
176,28,M,scientist,07030,"2020-06-27 22:25:17"
177,20,M,programmer,19104,"2020-06-27 22:25:17"
178,26,M,other,49512,"2020-06-27 22:25:17"
179,15,M,entertainment,20755,"2020-06-27 22:25:17"
180,22,F,administrator,60202,"2020-06-27 22:25:17"
181,26,M,executive,21218,"2020-06-27 22:25:17"
182,36,M,programmer,33884,"2020-06-27 22:25:17"
183,33,M,scientist,27708,"2020-06-27 22:25:17"
184,37,M,librarian,76013,"2020-06-27 22:25:17"
185,53,F,librarian,97403,"2020-06-27 22:25:17"
186,39,F,executive,00000,"2020-06-27 22:25:17"
187,26,M,educator,16801,"2020-06-27 22:25:17"
188,42,M,student,29440,"2020-06-27 22:25:17"
189,32,M,artist,95014,"2020-06-27 22:25:17"
190,30,M,administrator,95938,"2020-06-27 22:25:17"
191,33,M,administrator,95161,"2020-06-27 22:25:17"
192,42,M,educator,90840,"2020-06-27 22:25:17"
193,29,M,student,49931,"2020-06-27 22:25:17"
194,38,M,administrator,02154,"2020-06-27 22:25:17"
195,42,M,scientist,93555,"2020-06-27 22:25:17"
196,49,M,writer,55105,"2020-06-27 22:25:17"
197,55,M,technician,75094,"2020-06-27 22:25:17"
198,21,F,student,55414,"2020-06-27 22:25:17"
199,30,M,writer,17604,"2020-06-27 22:25:17"
200,40,M,programmer,93402,"2020-06-27 22:25:17"
201,27,M,writer,E2A4H,"2020-06-27 22:25:17"
202,41,F,educator,60201,"2020-06-27 22:25:17"
203,25,F,student,32301,"2020-06-27 22:25:17"
204,52,F,librarian,10960,"2020-06-27 22:25:17"
205,47,M,lawyer,06371,"2020-06-27 22:25:17"
206,14,F,student,53115,"2020-06-27 22:25:17"
207,39,M,marketing,92037,"2020-06-27 22:25:17"
208,43,M,engineer,01720,"2020-06-27 22:25:17"
209,33,F,educator,85710,"2020-06-27 22:25:17"
210,39,M,engineer,03060,"2020-06-27 22:25:17"
211,66,M,salesman,32605,"2020-06-27 22:25:17"
212,49,F,educator,61401,"2020-06-27 22:25:17"
213,33,M,executive,55345,"2020-06-27 22:25:17"
214,26,F,librarian,11231,"2020-06-27 22:25:17"
215,35,M,programmer,63033,"2020-06-27 22:25:17"
216,22,M,engineer,02215,"2020-06-27 22:25:17"
217,22,M,other,11727,"2020-06-27 22:25:17"
218,37,M,administrator,06513,"2020-06-27 22:25:17"
219,32,M,programmer,43212,"2020-06-27 22:25:17"
220,30,M,librarian,78205,"2020-06-27 22:25:17"
221,19,M,student,20685,"2020-06-27 22:25:17"
222,29,M,programmer,27502,"2020-06-27 22:25:17"
223,19,F,student,47906,"2020-06-27 22:25:17"
224,31,F,educator,43512,"2020-06-27 22:25:17"
225,51,F,administrator,58202,"2020-06-27 22:25:17"
226,28,M,student,92103,"2020-06-27 22:25:17"
227,46,M,executive,60659,"2020-06-27 22:25:17"
228,21,F,student,22003,"2020-06-27 22:25:17"
229,29,F,librarian,22903,"2020-06-27 22:25:17"
230,28,F,student,14476,"2020-06-27 22:25:17"
231,48,M,librarian,01080,"2020-06-27 22:25:17"
232,45,M,scientist,99709,"2020-06-27 22:25:17"
233,38,M,engineer,98682,"2020-06-27 22:25:17"
234,60,M,retired,94702,"2020-06-27 22:25:17"
235,37,M,educator,22973,"2020-06-27 22:25:17"
236,44,F,writer,53214,"2020-06-27 22:25:17"
237,49,M,administrator,63146,"2020-06-27 22:25:17"
238,42,F,administrator,44124,"2020-06-27 22:25:17"
239,39,M,artist,95628,"2020-06-27 22:25:17"
240,23,F,educator,20784,"2020-06-27 22:25:17"
241,26,F,student,20001,"2020-06-27 22:25:17"
242,33,M,educator,31404,"2020-06-27 22:25:17"
243,33,M,educator,60201,"2020-06-27 22:25:17"
244,28,M,technician,80525,"2020-06-27 22:25:17"
245,22,M,student,55109,"2020-06-27 22:25:17"
246,19,M,student,28734,"2020-06-27 22:25:17"
247,28,M,engineer,20770,"2020-06-27 22:25:17"
248,25,M,student,37235,"2020-06-27 22:25:17"
249,25,M,student,84103,"2020-06-27 22:25:17"
250,29,M,executive,95110,"2020-06-27 22:25:17"
251,28,M,doctor,85032,"2020-06-27 22:25:17"
252,42,M,engineer,07733,"2020-06-27 22:25:17"
253,26,F,librarian,22903,"2020-06-27 22:25:17"
254,44,M,educator,42647,"2020-06-27 22:25:17"
255,23,M,entertainment,07029,"2020-06-27 22:25:17"
256,35,F,none,39042,"2020-06-27 22:25:17"
257,17,M,student,77005,"2020-06-27 22:25:17"
258,19,F,student,77801,"2020-06-27 22:25:17"
259,21,M,student,48823,"2020-06-27 22:25:17"
260,40,F,artist,89801,"2020-06-27 22:25:17"
261,28,M,administrator,85202,"2020-06-27 22:25:17"
262,19,F,student,78264,"2020-06-27 22:25:17"
263,41,M,programmer,55346,"2020-06-27 22:25:17"
264,36,F,writer,90064,"2020-06-27 22:25:17"
265,26,M,executive,84601,"2020-06-27 22:25:17"
266,62,F,administrator,78756,"2020-06-27 22:25:17"
267,23,M,engineer,83716,"2020-06-27 22:25:17"
268,24,M,engineer,19422,"2020-06-27 22:25:17"
269,31,F,librarian,43201,"2020-06-27 22:25:17"
270,18,F,student,63119,"2020-06-27 22:25:17"
271,51,M,engineer,22932,"2020-06-27 22:25:17"
272,33,M,scientist,53706,"2020-06-27 22:25:17"
273,50,F,other,10016,"2020-06-27 22:25:17"
274,20,F,student,55414,"2020-06-27 22:25:17"
275,38,M,engineer,92064,"2020-06-27 22:25:17"
276,21,M,student,95064,"2020-06-27 22:25:17"
277,35,F,administrator,55406,"2020-06-27 22:25:17"
278,37,F,librarian,30033,"2020-06-27 22:25:17"
279,33,M,programmer,85251,"2020-06-27 22:25:17"
280,30,F,librarian,22903,"2020-06-27 22:25:17"
281,15,F,student,06059,"2020-06-27 22:25:17"
282,22,M,administrator,20057,"2020-06-27 22:25:17"
283,28,M,programmer,55305,"2020-06-27 22:25:17"
284,40,M,executive,92629,"2020-06-27 22:25:17"
285,25,M,programmer,53713,"2020-06-27 22:25:17"
286,27,M,student,15217,"2020-06-27 22:25:17"
287,21,M,salesman,31211,"2020-06-27 22:25:17"
288,34,M,marketing,23226,"2020-06-27 22:25:17"
289,11,M,none,94619,"2020-06-27 22:25:17"
290,40,M,engineer,93550,"2020-06-27 22:25:17"
291,19,M,student,44106,"2020-06-27 22:25:17"
292,35,F,programmer,94703,"2020-06-27 22:25:17"
293,24,M,writer,60804,"2020-06-27 22:25:17"
294,34,M,technician,92110,"2020-06-27 22:25:17"
295,31,M,educator,50325,"2020-06-27 22:25:17"
296,43,F,administrator,16803,"2020-06-27 22:25:17"
297,29,F,educator,98103,"2020-06-27 22:25:17"
298,44,M,executive,01581,"2020-06-27 22:25:17"
299,29,M,doctor,63108,"2020-06-27 22:25:17"
300,26,F,programmer,55106,"2020-06-27 22:25:17"
301,24,M,student,55439,"2020-06-27 22:25:17"
302,42,M,educator,77904,"2020-06-27 22:25:17"
303,19,M,student,14853,"2020-06-27 22:25:17"
304,22,F,student,71701,"2020-06-27 22:25:17"
305,23,M,programmer,94086,"2020-06-27 22:25:17"
306,45,M,other,73132,"2020-06-27 22:25:17"
307,25,M,student,55454,"2020-06-27 22:25:17"
308,60,M,retired,95076,"2020-06-27 22:25:17"
309,40,M,scientist,70802,"2020-06-27 22:25:17"
310,37,M,educator,91711,"2020-06-27 22:25:17"
311,32,M,technician,73071,"2020-06-27 22:25:17"
312,48,M,other,02110,"2020-06-27 22:25:17"
313,41,M,marketing,60035,"2020-06-27 22:25:17"
314,20,F,student,08043,"2020-06-27 22:25:17"
315,31,M,educator,18301,"2020-06-27 22:25:17"
316,43,F,other,77009,"2020-06-27 22:25:17"
317,22,M,administrator,13210,"2020-06-27 22:25:17"
318,65,M,retired,06518,"2020-06-27 22:25:17"
319,38,M,programmer,22030,"2020-06-27 22:25:17"
320,19,M,student,24060,"2020-06-27 22:25:17"
321,49,F,educator,55413,"2020-06-27 22:25:17"
322,20,M,student,50613,"2020-06-27 22:25:17"
323,21,M,student,19149,"2020-06-27 22:25:17"
324,21,F,student,02176,"2020-06-27 22:25:17"
325,48,M,technician,02139,"2020-06-27 22:25:17"
326,41,M,administrator,15235,"2020-06-27 22:25:17"
327,22,M,student,11101,"2020-06-27 22:25:17"
328,51,M,administrator,06779,"2020-06-27 22:25:17"
329,48,M,educator,01720,"2020-06-27 22:25:17"
330,35,F,educator,33884,"2020-06-27 22:25:17"
331,33,M,entertainment,91344,"2020-06-27 22:25:17"
332,20,M,student,40504,"2020-06-27 22:25:17"
333,47,M,other,V0R2M,"2020-06-27 22:25:17"
334,32,M,librarian,30002,"2020-06-27 22:25:17"
335,45,M,executive,33775,"2020-06-27 22:25:17"
336,23,M,salesman,42101,"2020-06-27 22:25:17"
337,37,M,scientist,10522,"2020-06-27 22:25:17"
338,39,F,librarian,59717,"2020-06-27 22:25:17"
339,35,M,lawyer,37901,"2020-06-27 22:25:17"
340,46,M,engineer,80123,"2020-06-27 22:25:17"
341,17,F,student,44405,"2020-06-27 22:25:17"
342,25,F,other,98006,"2020-06-27 22:25:17"
343,43,M,engineer,30093,"2020-06-27 22:25:17"
344,30,F,librarian,94117,"2020-06-27 22:25:17"
345,28,F,librarian,94143,"2020-06-27 22:25:17"
346,34,M,other,76059,"2020-06-27 22:25:17"
347,18,M,student,90210,"2020-06-27 22:25:17"
348,24,F,student,45660,"2020-06-27 22:25:17"
349,68,M,retired,61455,"2020-06-27 22:25:17"
350,32,M,student,97301,"2020-06-27 22:25:17"
351,61,M,educator,49938,"2020-06-27 22:25:17"
352,37,F,programmer,55105,"2020-06-27 22:25:17"
353,25,M,scientist,28480,"2020-06-27 22:25:17"
354,29,F,librarian,48197,"2020-06-27 22:25:17"
355,25,M,student,60135,"2020-06-27 22:25:17"
356,32,F,homemaker,92688,"2020-06-27 22:25:17"
357,26,M,executive,98133,"2020-06-27 22:25:17"
358,40,M,educator,10022,"2020-06-27 22:25:17"
359,22,M,student,61801,"2020-06-27 22:25:17"
360,51,M,other,98027,"2020-06-27 22:25:17"
361,22,M,student,44074,"2020-06-27 22:25:17"
362,35,F,homemaker,85233,"2020-06-27 22:25:17"
363,20,M,student,87501,"2020-06-27 22:25:17"
364,63,M,engineer,01810,"2020-06-27 22:25:17"
365,29,M,lawyer,20009,"2020-06-27 22:25:17"
366,20,F,student,50670,"2020-06-27 22:25:17"
367,17,M,student,37411,"2020-06-27 22:25:17"
368,18,M,student,92113,"2020-06-27 22:25:17"
369,24,M,student,91335,"2020-06-27 22:25:17"
370,52,M,writer,08534,"2020-06-27 22:25:17"
371,36,M,engineer,99206,"2020-06-27 22:25:17"
372,25,F,student,66046,"2020-06-27 22:25:17"
373,24,F,other,55116,"2020-06-27 22:25:17"
374,36,M,executive,78746,"2020-06-27 22:25:17"
375,17,M,entertainment,37777,"2020-06-27 22:25:17"
376,28,F,other,10010,"2020-06-27 22:25:17"
377,22,M,student,18015,"2020-06-27 22:25:17"
378,35,M,student,02859,"2020-06-27 22:25:17"
379,44,M,programmer,98117,"2020-06-27 22:25:17"
380,32,M,engineer,55117,"2020-06-27 22:25:17"
381,33,M,artist,94608,"2020-06-27 22:25:17"
382,45,M,engineer,01824,"2020-06-27 22:25:17"
383,42,M,administrator,75204,"2020-06-27 22:25:17"
384,52,M,programmer,45218,"2020-06-27 22:25:17"
385,36,M,writer,10003,"2020-06-27 22:25:17"
386,36,M,salesman,43221,"2020-06-27 22:25:17"
387,33,M,entertainment,37412,"2020-06-27 22:25:17"
388,31,M,other,36106,"2020-06-27 22:25:17"
389,44,F,writer,83702,"2020-06-27 22:25:17"
390,42,F,writer,85016,"2020-06-27 22:25:17"
391,23,M,student,84604,"2020-06-27 22:25:17"
392,52,M,writer,59801,"2020-06-27 22:25:17"
393,19,M,student,83686,"2020-06-27 22:25:17"
394,25,M,administrator,96819,"2020-06-27 22:25:17"
395,43,M,other,44092,"2020-06-27 22:25:17"
396,57,M,engineer,94551,"2020-06-27 22:25:17"
397,17,M,student,27514,"2020-06-27 22:25:17"
398,40,M,other,60008,"2020-06-27 22:25:17"
399,25,M,other,92374,"2020-06-27 22:25:17"
400,33,F,administrator,78213,"2020-06-27 22:25:17"
401,46,F,healthcare,84107,"2020-06-27 22:25:17"
402,30,M,engineer,95129,"2020-06-27 22:25:17"
403,37,M,other,06811,"2020-06-27 22:25:17"
404,29,F,programmer,55108,"2020-06-27 22:25:17"
405,22,F,healthcare,10019,"2020-06-27 22:25:17"
406,52,M,educator,93109,"2020-06-27 22:25:17"
407,29,M,engineer,03261,"2020-06-27 22:25:17"
408,23,M,student,61755,"2020-06-27 22:25:17"
409,48,M,administrator,98225,"2020-06-27 22:25:17"
410,30,F,artist,94025,"2020-06-27 22:25:17"
411,34,M,educator,44691,"2020-06-27 22:25:17"
412,25,M,educator,15222,"2020-06-27 22:25:17"
413,55,M,educator,78212,"2020-06-27 22:25:17"
414,24,M,programmer,38115,"2020-06-27 22:25:17"
415,39,M,educator,85711,"2020-06-27 22:25:17"
416,20,F,student,92626,"2020-06-27 22:25:17"
417,27,F,other,48103,"2020-06-27 22:25:17"
418,55,F,none,21206,"2020-06-27 22:25:17"
419,37,M,lawyer,43215,"2020-06-27 22:25:17"
420,53,M,educator,02140,"2020-06-27 22:25:17"
421,38,F,programmer,55105,"2020-06-27 22:25:17"
422,26,M,entertainment,94533,"2020-06-27 22:25:17"
423,64,M,other,91606,"2020-06-27 22:25:17"
424,36,F,marketing,55422,"2020-06-27 22:25:17"
425,19,M,student,58644,"2020-06-27 22:25:17"
426,55,M,educator,01602,"2020-06-27 22:25:17"
427,51,M,doctor,85258,"2020-06-27 22:25:17"
428,28,M,student,55414,"2020-06-27 22:25:17"
429,27,M,student,29205,"2020-06-27 22:25:17"
430,38,M,scientist,98199,"2020-06-27 22:25:17"
431,24,M,marketing,92629,"2020-06-27 22:25:17"
432,22,M,entertainment,50311,"2020-06-27 22:25:17"
433,27,M,artist,11211,"2020-06-27 22:25:17"
434,16,F,student,49705,"2020-06-27 22:25:17"
435,24,M,engineer,60007,"2020-06-27 22:25:17"
436,30,F,administrator,17345,"2020-06-27 22:25:17"
437,27,F,other,20009,"2020-06-27 22:25:17"
438,51,F,administrator,43204,"2020-06-27 22:25:17"
439,23,F,administrator,20817,"2020-06-27 22:25:17"
440,30,M,other,48076,"2020-06-27 22:25:17"
441,50,M,technician,55013,"2020-06-27 22:25:17"
442,22,M,student,85282,"2020-06-27 22:25:17"
443,35,M,salesman,33308,"2020-06-27 22:25:17"
444,51,F,lawyer,53202,"2020-06-27 22:25:17"
445,21,M,writer,92653,"2020-06-27 22:25:17"
446,57,M,educator,60201,"2020-06-27 22:25:17"
447,30,M,administrator,55113,"2020-06-27 22:25:17"
448,23,M,entertainment,10021,"2020-06-27 22:25:17"
449,23,M,librarian,55021,"2020-06-27 22:25:17"
450,35,F,educator,11758,"2020-06-27 22:25:17"
451,16,M,student,48446,"2020-06-27 22:25:17"
452,35,M,administrator,28018,"2020-06-27 22:25:17"
453,18,M,student,06333,"2020-06-27 22:25:17"
454,57,M,other,97330,"2020-06-27 22:25:17"
455,48,M,administrator,83709,"2020-06-27 22:25:17"
456,24,M,technician,31820,"2020-06-27 22:25:17"
457,33,F,salesman,30011,"2020-06-27 22:25:17"
458,47,M,technician,Y1A6B,"2020-06-27 22:25:17"
459,22,M,student,29201,"2020-06-27 22:25:17"
460,44,F,other,60630,"2020-06-27 22:25:17"
461,15,M,student,98102,"2020-06-27 22:25:17"
462,19,F,student,02918,"2020-06-27 22:25:17"
463,48,F,healthcare,75218,"2020-06-27 22:25:17"
464,60,M,writer,94583,"2020-06-27 22:25:17"
465,32,M,other,05001,"2020-06-27 22:25:17"
466,22,M,student,90804,"2020-06-27 22:25:17"
467,29,M,engineer,91201,"2020-06-27 22:25:17"
468,28,M,engineer,02341,"2020-06-27 22:25:17"
469,60,M,educator,78628,"2020-06-27 22:25:17"
470,24,M,programmer,10021,"2020-06-27 22:25:17"
