user_id,age,gender,occupation,zipcode,enter_date
471,10,M,student,77459,"2020-06-27 22:25:17"
472,24,M,student,87544,"2020-06-27 22:25:17"
473,29,M,student,94708,"2020-06-27 22:25:17"
474,51,M,executive,93711,"2020-06-27 22:25:17"
475,30,M,programmer,75230,"2020-06-27 22:25:17"
476,28,M,student,60440,"2020-06-27 22:25:17"
477,23,F,student,02125,"2020-06-27 22:25:17"
478,29,M,other,10019,"2020-06-27 22:25:17"
479,30,M,educator,55409,"2020-06-27 22:25:17"
480,57,M,retired,98257,"2020-06-27 22:25:17"
481,73,M,retired,37771,"2020-06-27 22:25:17"
482,18,F,student,40256,"2020-06-27 22:25:17"
483,29,M,scientist,43212,"2020-06-27 22:25:17"
484,27,M,student,21208,"2020-06-27 22:25:17"
485,44,F,educator,95821,"2020-06-27 22:25:17"
486,39,M,educator,93101,"2020-06-27 22:25:17"
487,22,M,engineer,92121,"2020-06-27 22:25:17"
488,48,M,technician,21012,"2020-06-27 22:25:17"
489,55,M,other,45218,"2020-06-27 22:25:17"
490,29,F,artist,V5A2B,"2020-06-27 22:25:17"
491,43,F,writer,53711,"2020-06-27 22:25:17"
492,57,M,educator,94618,"2020-06-27 22:25:17"
493,22,M,engineer,60090,"2020-06-27 22:25:17"
494,38,F,administrator,49428,"2020-06-27 22:25:17"
495,29,M,engineer,03052,"2020-06-27 22:25:17"
496,21,F,student,55414,"2020-06-27 22:25:17"
497,20,M,student,50112,"2020-06-27 22:25:17"
498,26,M,writer,55408,"2020-06-27 22:25:17"
499,42,M,programmer,75006,"2020-06-27 22:25:17"
500,28,M,administrator,94305,"2020-06-27 22:25:17"
501,22,M,student,10025,"2020-06-27 22:25:17"
502,22,M,student,23092,"2020-06-27 22:25:17"
503,50,F,writer,27514,"2020-06-27 22:25:17"
504,40,F,writer,92115,"2020-06-27 22:25:17"
505,27,F,other,20657,"2020-06-27 22:25:17"
506,46,M,programmer,03869,"2020-06-27 22:25:17"
507,18,F,writer,28450,"2020-06-27 22:25:17"
508,27,M,marketing,19382,"2020-06-27 22:25:17"
509,23,M,administrator,10011,"2020-06-27 22:25:17"
510,34,M,other,98038,"2020-06-27 22:25:17"
511,22,M,student,21250,"2020-06-27 22:25:17"
512,29,M,other,20090,"2020-06-27 22:25:17"
513,43,M,administrator,26241,"2020-06-27 22:25:17"
514,27,M,programmer,20707,"2020-06-27 22:25:17"
515,53,M,marketing,49508,"2020-06-27 22:25:17"
516,53,F,librarian,10021,"2020-06-27 22:25:17"
517,24,M,student,55454,"2020-06-27 22:25:17"
518,49,F,writer,99709,"2020-06-27 22:25:17"
519,22,M,other,55320,"2020-06-27 22:25:17"
520,62,M,healthcare,12603,"2020-06-27 22:25:17"
521,19,M,student,02146,"2020-06-27 22:25:17"
522,36,M,engineer,55443,"2020-06-27 22:25:17"
523,50,F,administrator,04102,"2020-06-27 22:25:17"
524,56,M,educator,02159,"2020-06-27 22:25:17"
525,27,F,administrator,19711,"2020-06-27 22:25:17"
526,30,M,marketing,97124,"2020-06-27 22:25:17"
527,33,M,librarian,12180,"2020-06-27 22:25:17"
528,18,M,student,55104,"2020-06-27 22:25:17"
529,47,F,administrator,44224,"2020-06-27 22:25:17"
530,29,M,engineer,94040,"2020-06-27 22:25:17"
531,30,F,salesman,97408,"2020-06-27 22:25:17"
532,20,M,student,92705,"2020-06-27 22:25:17"
533,43,M,librarian,02324,"2020-06-27 22:25:17"
534,20,M,student,05464,"2020-06-27 22:25:17"
535,45,F,educator,80302,"2020-06-27 22:25:17"
536,38,M,engineer,30078,"2020-06-27 22:25:17"
537,36,M,engineer,22902,"2020-06-27 22:25:17"
538,31,M,scientist,21010,"2020-06-27 22:25:17"
539,53,F,administrator,80303,"2020-06-27 22:25:17"
540,28,M,engineer,91201,"2020-06-27 22:25:17"
541,19,F,student,84302,"2020-06-27 22:25:17"
542,21,M,student,60515,"2020-06-27 22:25:17"
543,33,M,scientist,95123,"2020-06-27 22:25:17"
544,44,F,other,29464,"2020-06-27 22:25:17"
545,27,M,technician,08052,"2020-06-27 22:25:17"
546,36,M,executive,22911,"2020-06-27 22:25:17"
547,50,M,educator,14534,"2020-06-27 22:25:17"
548,51,M,writer,95468,"2020-06-27 22:25:17"
549,42,M,scientist,45680,"2020-06-27 22:25:17"
550,16,F,student,95453,"2020-06-27 22:25:17"
551,25,M,programmer,55414,"2020-06-27 22:25:17"
552,45,M,other,68147,"2020-06-27 22:25:17"
553,58,M,educator,62901,"2020-06-27 22:25:17"
554,32,M,scientist,62901,"2020-06-27 22:25:17"
555,29,F,educator,23227,"2020-06-27 22:25:17"
556,35,F,educator,30606,"2020-06-27 22:25:17"
557,30,F,writer,11217,"2020-06-27 22:25:17"
558,56,F,writer,63132,"2020-06-27 22:25:17"
559,69,M,executive,10022,"2020-06-27 22:25:17"
560,32,M,student,10003,"2020-06-27 22:25:17"
561,23,M,engineer,60005,"2020-06-27 22:25:17"
562,54,F,administrator,20879,"2020-06-27 22:25:17"
563,39,F,librarian,32707,"2020-06-27 22:25:17"
564,65,M,retired,94591,"2020-06-27 22:25:17"
565,40,M,student,55422,"2020-06-27 22:25:17"
566,20,M,student,14627,"2020-06-27 22:25:17"
567,24,M,entertainment,10003,"2020-06-27 22:25:17"
568,39,M,educator,01915,"2020-06-27 22:25:17"
569,34,M,educator,91903,"2020-06-27 22:25:17"
570,26,M,educator,14627,"2020-06-27 22:25:17"
571,34,M,artist,01945,"2020-06-27 22:25:17"
572,51,M,educator,20003,"2020-06-27 22:25:17"
573,68,M,retired,48911,"2020-06-27 22:25:17"
574,56,M,educator,53188,"2020-06-27 22:25:17"
575,33,M,marketing,46032,"2020-06-27 22:25:17"
576,48,M,executive,98281,"2020-06-27 22:25:17"
577,36,F,student,77845,"2020-06-27 22:25:17"
578,31,M,administrator,M7A1A,"2020-06-27 22:25:17"
579,32,M,educator,48103,"2020-06-27 22:25:17"
580,16,M,student,17961,"2020-06-27 22:25:17"
581,37,M,other,94131,"2020-06-27 22:25:17"
582,17,M,student,93003,"2020-06-27 22:25:17"
583,44,M,engineer,29631,"2020-06-27 22:25:17"
584,25,M,student,27511,"2020-06-27 22:25:17"
585,69,M,librarian,98501,"2020-06-27 22:25:17"
586,20,M,student,79508,"2020-06-27 22:25:17"
587,26,M,other,14216,"2020-06-27 22:25:17"
588,18,F,student,93063,"2020-06-27 22:25:17"
589,21,M,lawyer,90034,"2020-06-27 22:25:17"
590,50,M,educator,82435,"2020-06-27 22:25:17"
591,57,F,librarian,92093,"2020-06-27 22:25:17"
592,18,M,student,97520,"2020-06-27 22:25:17"
593,31,F,educator,68767,"2020-06-27 22:25:17"
594,46,M,educator,M4J2K,"2020-06-27 22:25:17"
595,25,M,programmer,31909,"2020-06-27 22:25:17"
596,20,M,artist,77073,"2020-06-27 22:25:17"
597,23,M,other,84116,"2020-06-27 22:25:17"
598,40,F,marketing,43085,"2020-06-27 22:25:17"
599,22,F,student,R3T5K,"2020-06-27 22:25:17"
600,34,M,programmer,02320,"2020-06-27 22:25:17"
601,19,F,artist,99687,"2020-06-27 22:25:17"
602,47,F,other,34656,"2020-06-27 22:25:17"
603,21,M,programmer,47905,"2020-06-27 22:25:17"
604,39,M,educator,11787,"2020-06-27 22:25:17"
605,33,M,engineer,33716,"2020-06-27 22:25:17"
606,28,M,programmer,63044,"2020-06-27 22:25:17"
607,49,F,healthcare,02154,"2020-06-27 22:25:17"
608,22,M,other,10003,"2020-06-27 22:25:17"
609,13,F,student,55106,"2020-06-27 22:25:17"
610,22,M,student,21227,"2020-06-27 22:25:17"
611,46,M,librarian,77008,"2020-06-27 22:25:17"
612,36,M,educator,79070,"2020-06-27 22:25:17"
613,37,F,marketing,29678,"2020-06-27 22:25:17"
614,54,M,educator,80227,"2020-06-27 22:25:17"
615,38,M,educator,27705,"2020-06-27 22:25:17"
616,55,M,scientist,50613,"2020-06-27 22:25:17"
617,27,F,writer,11201,"2020-06-27 22:25:17"
618,15,F,student,44212,"2020-06-27 22:25:17"
619,17,M,student,44134,"2020-06-27 22:25:17"
620,18,F,writer,81648,"2020-06-27 22:25:17"
621,17,M,student,60402,"2020-06-27 22:25:17"
622,25,M,programmer,14850,"2020-06-27 22:25:17"
623,50,F,educator,60187,"2020-06-27 22:25:17"
624,19,M,student,30067,"2020-06-27 22:25:17"
625,27,M,programmer,20723,"2020-06-27 22:25:17"
626,23,M,scientist,19807,"2020-06-27 22:25:17"
627,24,M,engineer,08034,"2020-06-27 22:25:17"
628,13,M,none,94306,"2020-06-27 22:25:17"
629,46,F,other,44224,"2020-06-27 22:25:17"
630,26,F,healthcare,55408,"2020-06-27 22:25:17"
631,18,F,student,38866,"2020-06-27 22:25:17"
632,18,M,student,55454,"2020-06-27 22:25:17"
633,35,M,programmer,55414,"2020-06-27 22:25:17"
634,39,M,engineer,T8H1N,"2020-06-27 22:25:17"
635,22,M,other,23237,"2020-06-27 22:25:17"
636,47,M,educator,48043,"2020-06-27 22:25:17"
637,30,M,other,74101,"2020-06-27 22:25:17"
638,45,M,engineer,01940,"2020-06-27 22:25:17"
639,42,F,librarian,12065,"2020-06-27 22:25:17"
640,20,M,student,61801,"2020-06-27 22:25:17"
641,24,M,student,60626,"2020-06-27 22:25:17"
642,18,F,student,95521,"2020-06-27 22:25:17"
643,39,M,scientist,55122,"2020-06-27 22:25:17"
644,51,M,retired,63645,"2020-06-27 22:25:17"
645,27,M,programmer,53211,"2020-06-27 22:25:17"
646,17,F,student,51250,"2020-06-27 22:25:17"
647,40,M,educator,45810,"2020-06-27 22:25:17"
648,43,M,engineer,91351,"2020-06-27 22:25:17"
649,20,M,student,39762,"2020-06-27 22:25:17"
650,42,M,engineer,83814,"2020-06-27 22:25:17"
651,65,M,retired,02903,"2020-06-27 22:25:17"
652,35,M,other,22911,"2020-06-27 22:25:17"
653,31,M,executive,55105,"2020-06-27 22:25:17"
654,27,F,student,78739,"2020-06-27 22:25:17"
655,50,F,healthcare,60657,"2020-06-27 22:25:17"
656,48,M,educator,10314,"2020-06-27 22:25:17"
657,26,F,none,78704,"2020-06-27 22:25:17"
658,33,M,programmer,92626,"2020-06-27 22:25:17"
659,31,M,educator,54248,"2020-06-27 22:25:17"
660,26,M,student,77380,"2020-06-27 22:25:17"
661,28,M,programmer,98121,"2020-06-27 22:25:17"
662,55,M,librarian,19102,"2020-06-27 22:25:17"
663,26,M,other,19341,"2020-06-27 22:25:17"
664,30,M,engineer,94115,"2020-06-27 22:25:17"
665,25,M,administrator,55412,"2020-06-27 22:25:17"
666,44,M,administrator,61820,"2020-06-27 22:25:17"
667,35,M,librarian,01970,"2020-06-27 22:25:17"
668,29,F,writer,10016,"2020-06-27 22:25:17"
669,37,M,other,20009,"2020-06-27 22:25:17"
670,30,M,technician,21114,"2020-06-27 22:25:17"
671,21,M,programmer,91919,"2020-06-27 22:25:17"
672,54,F,administrator,90095,"2020-06-27 22:25:17"
673,51,M,educator,22906,"2020-06-27 22:25:17"
674,13,F,student,55337,"2020-06-27 22:25:17"
675,34,M,other,28814,"2020-06-27 22:25:17"
676,30,M,programmer,32712,"2020-06-27 22:25:17"
677,20,M,other,99835,"2020-06-27 22:25:17"
678,50,M,educator,61462,"2020-06-27 22:25:17"
679,20,F,student,54302,"2020-06-27 22:25:17"
680,33,M,lawyer,90405,"2020-06-27 22:25:17"
681,44,F,marketing,97208,"2020-06-27 22:25:17"
682,23,M,programmer,55128,"2020-06-27 22:25:17"
683,42,M,librarian,23509,"2020-06-27 22:25:17"
684,28,M,student,55414,"2020-06-27 22:25:17"
685,32,F,librarian,55409,"2020-06-27 22:25:17"
686,32,M,educator,26506,"2020-06-27 22:25:17"
687,31,F,healthcare,27713,"2020-06-27 22:25:17"
688,37,F,administrator,60476,"2020-06-27 22:25:17"
689,25,M,other,45439,"2020-06-27 22:25:17"
690,35,M,salesman,63304,"2020-06-27 22:25:17"
691,34,M,educator,60089,"2020-06-27 22:25:17"
692,34,M,engineer,18053,"2020-06-27 22:25:17"
693,43,F,healthcare,85210,"2020-06-27 22:25:17"
694,60,M,programmer,06365,"2020-06-27 22:25:17"
695,26,M,writer,38115,"2020-06-27 22:25:17"
696,55,M,other,94920,"2020-06-27 22:25:17"
697,25,M,other,77042,"2020-06-27 22:25:17"
698,28,F,programmer,06906,"2020-06-27 22:25:17"
699,44,M,other,96754,"2020-06-27 22:25:17"
700,17,M,student,76309,"2020-06-27 22:25:17"
701,51,F,librarian,56321,"2020-06-27 22:25:17"
702,37,M,other,89104,"2020-06-27 22:25:17"
703,26,M,educator,49512,"2020-06-27 22:25:17"
704,51,F,librarian,91105,"2020-06-27 22:25:17"
705,21,F,student,54494,"2020-06-27 22:25:17"
706,23,M,student,55454,"2020-06-27 22:25:17"
707,56,F,librarian,19146,"2020-06-27 22:25:17"
708,26,F,homemaker,96349,"2020-06-27 22:25:17"
709,21,M,other,N4T1A,"2020-06-27 22:25:17"
710,19,M,student,92020,"2020-06-27 22:25:17"
711,22,F,student,15203,"2020-06-27 22:25:17"
712,22,F,student,54901,"2020-06-27 22:25:17"
713,42,F,other,07204,"2020-06-27 22:25:17"
714,26,M,engineer,55343,"2020-06-27 22:25:17"
715,21,M,technician,91206,"2020-06-27 22:25:17"
716,36,F,administrator,44265,"2020-06-27 22:25:17"
717,24,M,technician,84105,"2020-06-27 22:25:17"
718,42,M,technician,64118,"2020-06-27 22:25:17"
719,37,F,other,V0R2H,"2020-06-27 22:25:17"
720,49,F,administrator,16506,"2020-06-27 22:25:17"
721,24,F,entertainment,11238,"2020-06-27 22:25:17"
722,50,F,homemaker,17331,"2020-06-27 22:25:17"
723,26,M,executive,94403,"2020-06-27 22:25:17"
724,31,M,executive,40243,"2020-06-27 22:25:17"
725,21,M,student,91711,"2020-06-27 22:25:17"
726,25,F,administrator,80538,"2020-06-27 22:25:17"
727,25,M,student,78741,"2020-06-27 22:25:17"
728,58,M,executive,94306,"2020-06-27 22:25:17"
729,19,M,student,56567,"2020-06-27 22:25:17"
730,31,F,scientist,32114,"2020-06-27 22:25:17"
731,41,F,educator,70403,"2020-06-27 22:25:17"
732,28,F,other,98405,"2020-06-27 22:25:17"
733,44,F,other,60630,"2020-06-27 22:25:17"
734,25,F,other,63108,"2020-06-27 22:25:17"
735,29,F,healthcare,85719,"2020-06-27 22:25:17"
736,48,F,writer,94618,"2020-06-27 22:25:17"
737,30,M,programmer,98072,"2020-06-27 22:25:17"
738,35,M,technician,95403,"2020-06-27 22:25:17"
739,35,M,technician,73162,"2020-06-27 22:25:17"
740,25,F,educator,22206,"2020-06-27 22:25:17"
741,25,M,writer,63108,"2020-06-27 22:25:17"
742,35,M,student,29210,"2020-06-27 22:25:17"
743,31,M,programmer,92660,"2020-06-27 22:25:17"
744,35,M,marketing,47024,"2020-06-27 22:25:17"
745,42,M,writer,55113,"2020-06-27 22:25:17"
746,25,M,engineer,19047,"2020-06-27 22:25:17"
747,19,M,other,93612,"2020-06-27 22:25:17"
748,28,M,administrator,94720,"2020-06-27 22:25:17"
749,33,M,other,80919,"2020-06-27 22:25:17"
750,28,M,administrator,32303,"2020-06-27 22:25:17"
751,24,F,other,90034,"2020-06-27 22:25:17"
752,60,M,retired,21201,"2020-06-27 22:25:17"
753,56,M,salesman,91206,"2020-06-27 22:25:17"
754,59,F,librarian,62901,"2020-06-27 22:25:17"
755,44,F,educator,97007,"2020-06-27 22:25:17"
756,30,F,none,90247,"2020-06-27 22:25:17"
757,26,M,student,55104,"2020-06-27 22:25:17"
758,27,M,student,53706,"2020-06-27 22:25:17"
759,20,F,student,68503,"2020-06-27 22:25:17"
760,35,F,other,14211,"2020-06-27 22:25:17"
761,17,M,student,97302,"2020-06-27 22:25:17"
762,32,M,administrator,95050,"2020-06-27 22:25:17"
763,27,M,scientist,02113,"2020-06-27 22:25:17"
764,27,F,educator,62903,"2020-06-27 22:25:17"
765,31,M,student,33066,"2020-06-27 22:25:17"
766,42,M,other,10960,"2020-06-27 22:25:17"
767,70,M,engineer,00000,"2020-06-27 22:25:17"
768,29,M,administrator,12866,"2020-06-27 22:25:17"
769,39,M,executive,06927,"2020-06-27 22:25:17"
770,28,M,student,14216,"2020-06-27 22:25:17"
771,26,M,student,15232,"2020-06-27 22:25:17"
772,50,M,writer,27105,"2020-06-27 22:25:17"
773,20,M,student,55414,"2020-06-27 22:25:17"
774,30,M,student,80027,"2020-06-27 22:25:17"
775,46,M,executive,90036,"2020-06-27 22:25:17"
776,30,M,librarian,51157,"2020-06-27 22:25:17"
777,63,M,programmer,01810,"2020-06-27 22:25:17"
778,34,M,student,01960,"2020-06-27 22:25:17"
779,31,M,student,K7L5J,"2020-06-27 22:25:17"
780,49,M,programmer,94560,"2020-06-27 22:25:17"
781,20,M,student,48825,"2020-06-27 22:25:17"
782,21,F,artist,33205,"2020-06-27 22:25:17"
783,30,M,marketing,77081,"2020-06-27 22:25:17"
784,47,M,administrator,91040,"2020-06-27 22:25:17"
785,32,M,engineer,23322,"2020-06-27 22:25:17"
786,36,F,engineer,01754,"2020-06-27 22:25:17"
787,18,F,student,98620,"2020-06-27 22:25:17"
788,51,M,administrator,05779,"2020-06-27 22:25:17"
789,29,M,other,55420,"2020-06-27 22:25:17"
790,27,M,technician,80913,"2020-06-27 22:25:17"
791,31,M,educator,20064,"2020-06-27 22:25:17"
792,40,M,programmer,12205,"2020-06-27 22:25:17"
793,22,M,student,85281,"2020-06-27 22:25:17"
794,32,M,educator,57197,"2020-06-27 22:25:17"
795,30,M,programmer,08610,"2020-06-27 22:25:17"
796,32,F,writer,33755,"2020-06-27 22:25:17"
797,44,F,other,62522,"2020-06-27 22:25:17"
798,40,F,writer,64131,"2020-06-27 22:25:17"
799,49,F,administrator,19716,"2020-06-27 22:25:17"
800,25,M,programmer,55337,"2020-06-27 22:25:17"
801,22,M,writer,92154,"2020-06-27 22:25:17"
802,35,M,administrator,34105,"2020-06-27 22:25:17"
803,70,M,administrator,78212,"2020-06-27 22:25:17"
804,39,M,educator,61820,"2020-06-27 22:25:17"
805,27,F,other,20009,"2020-06-27 22:25:17"
806,27,M,marketing,11217,"2020-06-27 22:25:17"
807,41,F,healthcare,93555,"2020-06-27 22:25:17"
808,45,M,salesman,90016,"2020-06-27 22:25:17"
809,50,F,marketing,30803,"2020-06-27 22:25:17"
810,55,F,other,80526,"2020-06-27 22:25:17"
811,40,F,educator,73013,"2020-06-27 22:25:17"
812,22,M,technician,76234,"2020-06-27 22:25:17"
813,14,F,student,02136,"2020-06-27 22:25:17"
814,30,M,other,12345,"2020-06-27 22:25:17"
815,32,M,other,28806,"2020-06-27 22:25:17"
816,34,M,other,20755,"2020-06-27 22:25:17"
817,19,M,student,60152,"2020-06-27 22:25:17"
818,28,M,librarian,27514,"2020-06-27 22:25:17"
819,59,M,administrator,40205,"2020-06-27 22:25:17"
820,22,M,student,37725,"2020-06-27 22:25:17"
821,37,M,engineer,77845,"2020-06-27 22:25:17"
822,29,F,librarian,53144,"2020-06-27 22:25:17"
823,27,M,artist,50322,"2020-06-27 22:25:17"
824,31,M,other,15017,"2020-06-27 22:25:17"
825,44,M,engineer,05452,"2020-06-27 22:25:17"
826,28,M,artist,77048,"2020-06-27 22:25:17"
827,23,F,engineer,80228,"2020-06-27 22:25:17"
828,28,M,librarian,85282,"2020-06-27 22:25:17"
829,48,M,writer,80209,"2020-06-27 22:25:17"
830,46,M,programmer,53066,"2020-06-27 22:25:17"
831,21,M,other,33765,"2020-06-27 22:25:17"
832,24,M,technician,77042,"2020-06-27 22:25:17"
833,34,M,writer,90019,"2020-06-27 22:25:17"
834,26,M,other,64153,"2020-06-27 22:25:17"
835,44,F,executive,11577,"2020-06-27 22:25:17"
836,44,M,artist,10018,"2020-06-27 22:25:17"
837,36,F,artist,55409,"2020-06-27 22:25:17"
838,23,M,student,01375,"2020-06-27 22:25:17"
839,38,F,entertainment,90814,"2020-06-27 22:25:17"
840,39,M,artist,55406,"2020-06-27 22:25:17"
841,45,M,doctor,47401,"2020-06-27 22:25:17"
842,40,M,writer,93055,"2020-06-27 22:25:17"
843,35,M,librarian,44212,"2020-06-27 22:25:17"
844,22,M,engineer,95662,"2020-06-27 22:25:17"
845,64,M,doctor,97405,"2020-06-27 22:25:17"
846,27,M,lawyer,47130,"2020-06-27 22:25:17"
847,29,M,student,55417,"2020-06-27 22:25:17"
848,46,M,engineer,02146,"2020-06-27 22:25:17"
849,15,F,student,25652,"2020-06-27 22:25:17"
850,34,M,technician,78390,"2020-06-27 22:25:17"
851,18,M,other,29646,"2020-06-27 22:25:17"
852,46,M,administrator,94086,"2020-06-27 22:25:17"
853,49,M,writer,40515,"2020-06-27 22:25:17"
854,29,F,student,55408,"2020-06-27 22:25:17"
855,53,M,librarian,04988,"2020-06-27 22:25:17"
856,43,F,marketing,97215,"2020-06-27 22:25:17"
857,35,F,administrator,V1G4L,"2020-06-27 22:25:17"
858,63,M,educator,09645,"2020-06-27 22:25:17"
859,18,F,other,06492,"2020-06-27 22:25:17"
860,70,F,retired,48322,"2020-06-27 22:25:17"
861,38,F,student,14085,"2020-06-27 22:25:17"
862,25,M,executive,13820,"2020-06-27 22:25:17"
863,17,M,student,60089,"2020-06-27 22:25:17"
864,27,M,programmer,63021,"2020-06-27 22:25:17"
865,25,M,artist,11231,"2020-06-27 22:25:17"
866,45,M,other,60302,"2020-06-27 22:25:17"
867,24,M,scientist,92507,"2020-06-27 22:25:17"
868,21,M,programmer,55303,"2020-06-27 22:25:17"
869,30,M,student,10025,"2020-06-27 22:25:17"
870,22,M,student,65203,"2020-06-27 22:25:17"
871,31,M,executive,44648,"2020-06-27 22:25:17"
872,19,F,student,74078,"2020-06-27 22:25:17"
873,48,F,administrator,33763,"2020-06-27 22:25:17"
874,36,M,scientist,37076,"2020-06-27 22:25:17"
875,24,F,student,35802,"2020-06-27 22:25:17"
876,41,M,other,20902,"2020-06-27 22:25:17"
877,30,M,other,77504,"2020-06-27 22:25:17"
878,50,F,educator,98027,"2020-06-27 22:25:17"
879,33,F,administrator,55337,"2020-06-27 22:25:17"
880,13,M,student,83702,"2020-06-27 22:25:17"
881,39,M,marketing,43017,"2020-06-27 22:25:17"
882,35,M,engineer,40503,"2020-06-27 22:25:17"
883,49,M,librarian,50266,"2020-06-27 22:25:17"
884,44,M,engineer,55337,"2020-06-27 22:25:17"
885,30,F,other,95316,"2020-06-27 22:25:17"
886,20,M,student,61820,"2020-06-27 22:25:17"
887,14,F,student,27249,"2020-06-27 22:25:17"
888,41,M,scientist,17036,"2020-06-27 22:25:17"
889,24,M,technician,78704,"2020-06-27 22:25:17"
890,32,M,student,97301,"2020-06-27 22:25:17"
891,51,F,administrator,03062,"2020-06-27 22:25:17"
892,36,M,other,45243,"2020-06-27 22:25:17"
893,25,M,student,95823,"2020-06-27 22:25:17"
894,47,M,educator,74075,"2020-06-27 22:25:17"
895,31,F,librarian,32301,"2020-06-27 22:25:17"
896,28,M,writer,91505,"2020-06-27 22:25:17"
897,30,M,other,33484,"2020-06-27 22:25:17"
898,23,M,homemaker,61755,"2020-06-27 22:25:17"
899,32,M,other,55116,"2020-06-27 22:25:17"
900,60,M,retired,18505,"2020-06-27 22:25:17"
901,38,M,executive,L1V3W,"2020-06-27 22:25:17"
902,45,F,artist,97203,"2020-06-27 22:25:17"
903,28,M,educator,20850,"2020-06-27 22:25:17"
904,17,F,student,61073,"2020-06-27 22:25:17"
905,27,M,other,30350,"2020-06-27 22:25:17"
906,45,M,librarian,70124,"2020-06-27 22:25:17"
907,25,F,other,80526,"2020-06-27 22:25:17"
908,44,F,librarian,68504,"2020-06-27 22:25:17"
909,50,F,educator,53171,"2020-06-27 22:25:17"
910,28,M,healthcare,29301,"2020-06-27 22:25:17"
911,37,F,writer,53210,"2020-06-27 22:25:17"
912,51,M,other,06512,"2020-06-27 22:25:17"
913,27,M,student,76201,"2020-06-27 22:25:17"
914,44,F,other,08105,"2020-06-27 22:25:17"
915,50,M,entertainment,60614,"2020-06-27 22:25:17"
916,27,M,engineer,N2L5N,"2020-06-27 22:25:17"
917,22,F,student,20006,"2020-06-27 22:25:17"
918,40,M,scientist,70116,"2020-06-27 22:25:17"
919,25,M,other,14216,"2020-06-27 22:25:17"
920,30,F,artist,90008,"2020-06-27 22:25:17"
921,20,F,student,98801,"2020-06-27 22:25:17"
922,29,F,administrator,21114,"2020-06-27 22:25:17"
923,21,M,student,E2E3R,"2020-06-27 22:25:17"
924,29,M,other,11753,"2020-06-27 22:25:17"
925,18,F,salesman,49036,"2020-06-27 22:25:17"
926,49,M,entertainment,01701,"2020-06-27 22:25:17"
927,23,M,programmer,55428,"2020-06-27 22:25:17"
928,21,M,student,55408,"2020-06-27 22:25:17"
929,44,M,scientist,53711,"2020-06-27 22:25:17"
930,28,F,scientist,07310,"2020-06-27 22:25:17"
931,60,M,educator,33556,"2020-06-27 22:25:17"
932,58,M,educator,06437,"2020-06-27 22:25:17"
933,28,M,student,48105,"2020-06-27 22:25:17"
934,61,M,engineer,22902,"2020-06-27 22:25:17"
935,42,M,doctor,66221,"2020-06-27 22:25:17"
936,24,M,other,32789,"2020-06-27 22:25:17"
937,48,M,educator,98072,"2020-06-27 22:25:17"
938,38,F,technician,55038,"2020-06-27 22:25:17"
939,26,F,student,33319,"2020-06-27 22:25:17"
940,32,M,administrator,02215,"2020-06-27 22:25:17"
941,20,M,student,97229,"2020-06-27 22:25:17"
942,48,F,librarian,78209,"2020-06-27 22:25:17"
943,22,M,student,77841,"2020-06-27 22:25:17"
